"","site_no","coord_acy_","dec_coord_","lat","long"
"1",10336580,"S","NAD83",38.79629598,-120.0190718
"2",10336593,"F","NAD83",38.80185155,-120.0160162
"3",10336600,"F","NAD83",38.8429629,-120.0246274
"4",103366092,"S","NAD83",38.8485185,-120.0271275
"5",103366097,"S","NAD83",38.87375,-120.01
"6",10336610,"S","NAD83",38.9224078,-119.9915706
"7",10336626,"F","NAD83",38.9215744,-120.0612952
"8",10336630,"F","NAD83",38.95129664,-120.1115747
"9",10336640,"F","NAD83",39.0357409,-120.1257429
"10",10336645,"F","NAD83",39.05185197,-120.1185209
"11",10336650,"F","NAD83",39.07601837,-120.1526895
"12",10336655,"F","NAD83",39.08712935,-120.1743572
"13",10336658,"F","NAD83",39.09074049,-120.1626903
"14",10336660,"F","NAD83",39.10740708,-120.1621352
"15",10336670,"F","NAD83",39.13574009,-120.220749
"16",10336672,"F","NAD83",39.1412956,-120.2193602
"17",10336674,"S","NAD83",39.1407401,-120.2121377
"18",10336675,"F","NAD83",39.1368513,-120.1810255
"19",10336676,"F","NAD83",39.1321292,-120.1576913
"20",10336684,"F","NAD83",39.19851798,-120.0982471
"21",10336686,"S","NAD83",39.2268512,-120.0815809
"22",10336689,"F","NAD83",39.23824014,-120.0396357
"23",10336698,"S","NAD83",39.24046325,-119.9465774
"24",103366993,"S","NAD83",39.25879699,-119.9232439
"25",103366995,"S","NAD83",39.24546335,-119.9390773
"26",10336700,"S","NAD83",39.2401855,-119.9449106
"27",10336759,"F","NAD83",38.96379676,-119.924347
"28",10336770,"S","NAD83",38.8632405,-119.9582367
"29",10336775,"H","NAD83",38.90339444,-119.9688917
"30",10336778,"S","NAD83",38.90879645,-119.9618478
"31",10336780,"S","NAD83",38.9199077,-119.9724036
"32",10336785,"F","NAD83",38.92129659,-119.9712924
"33",10336790,"F","NAD83",38.93213,-119.9787926
"34",10337500,"F","NAD83",39.16629577,-120.1443586
"35",10338000,"F","NAD83",39.2962952,-120.2054752
"36",10338100,"S","NAD83",39.320461,-120.2974226
"37",10338500,"F","NAD83",39.3235172,-120.2343654
"38",10338700,"S","NAD83",39.32101739,-120.2079759
"39",10339419,"S","NAD83",39.36851817,-120.1149198
"40",10340500,"F","NAD83",39.37324026,-120.131587
"41",10341950,"S","NAD83",39.4915715,-120.2927043
"42",10342000,"F","NAD83",39.5012939,-120.2774263
"43",10343000,"F","NAD83",39.4565717,-120.2871477
"44",10343200,"S","NAD83",39.47823908,-120.2327026
"45",10343500,"F","NAD83",39.43157246,-120.2379793
"46",10344400,"F","NAD83",39.43574106,-120.084366
"47",10344500,"F","NAD83",39.38685177,-120.0954757
"48",10344505,"S","NAD83",39.38518517,-120.0876977
"49",10345490,"S","NAD83",39.3726856,-120.0313073
"50",10345700,"S","NAD83",39.3837969,-120.020752
"51",10346000,"S","NAD83",39.42796385,-120.0340873
"52",10347300,"U","NAD83",39.5651863,-120.0246453
"53",10354000,"F","NAD83",39.85546105,-120.0677023
"54",10354700,"F","NAD83",40.17073367,-120.3716042
"55",10355000,"F","NAD83",40.3260085,-120.541057
"56",10355500,"F","NAD83",40.2998975,-120.5399455
"57",10356500,"F","NAD83",40.41739494,-120.6718958
"58",10357000,"F","NAD83",40.37350636,-120.653839
"59",10358470,"F","NAD83",40.49656337,-120.5593937
"60",10358500,"F","NAD83",40.4890637,-120.5371707
"61",10359100,"F","NAD83",40.39156694,-120.3074382
"62",10359250,"F","NAD83",40.5737774,-121.1060766
"63",10359300,"F","NAD83",40.6648935,-120.7913464
"64",10359350,"F","NAD83",40.7360059,-120.7066225
"65",10360230,"F","NAD83",41.3123957,-120.1252193
"66",10360900,"S","NAD83",41.8823902,-120.1749508
"67",10361000,"F","NAD83",41.8748904,-120.1621726
"68",11181330,"F","NAD83",37.8438154,-122.2274681
"69",11181335,"F","NAD83",37.8465931,-122.228857
"70",11181390,"F","NAD83",37.9532571,-122.3383039
"71",11181400,"F","NAD83",37.96131246,-122.3602489
"72",11182030,"F","NAD83",37.9771453,-122.35386
"73",11182100,"F","NAD83",37.97242309,-122.2463573
"74",11182400,"F","NAD83",38.0032551,-122.129965
"75",11182500,"F","NAD83",37.772983,-121.9946825
"76",11182800,"F","NAD83",37.8771471,-122.0488513
"77",11183000,"F","NAD83",37.8843691,-122.0510736
"78",11183500,"F","NAD83",37.90575747,-122.057185
"79",11183600,"F","NAD83",37.9452008,-122.0496848
"80",11183700,"F","NAD83",37.88492448,-121.977738
"81",11184000,"F","NAD83",37.96658905,-122.026073
"82",11184500,"F","NAD83",37.9693668,-122.046907
"83",11185000,"F","NAD83",37.9513117,-122.0357956
"84",11185100,"F","NAD83",37.95686727,-122.0732967
"85",11336580,"F","NAD83",38.49851847,-121.4527317
"86",11336585,"S","NAD83",38.42324335,-121.353284
"87",11341400,"F","NAD83",41.26654165,-122.311677
"88",11341500,"F","NAD83",41.13820766,-122.3144542
"89",11342000,"F","NAD83",40.93959397,-122.4172351
"90",11342500,"F","NAD83",40.88014987,-122.3791774
"91",11343000,"F","NAD83",41.51933689,-120.4732869
"92",11343500,"F","NAD83",41.49989256,-120.4893983
"93",11344000,"F","NAD83",41.4821147,-120.5388443
"94",11344500,"F","NAD83",41.23322889,-120.3410582
"95",11345500,"F","NAD83",41.2307286,-120.4371726
"96",11346000,"F","NAD83",41.2740606,-120.575511
"97",11346500,"F","NAD83",41.35989385,-120.5027312
"98",11347500,"F","NAD83",41.4315601,-120.4405075
"99",11348000,"F","NAD83",41.47211469,-120.5602339
"100",11348200,"F","NAD83",41.48322536,-120.6305142
"101",11348500,"F","NAD83",41.40600116,-120.9277458
"102",11349000,"F","NAD83",41.324055,-121.1277525
"103",11349500,"F","NAD83",41.1304484,-120.7594055
"104",11350500,"F","NAD83",41.19822445,-120.9433005
"105",11351000,"F","NAD83",41.1082246,-120.9288545
"106",11351500,"F","NAD83",41.18322107,-121.2094205
"107",11351700,"F","NAD83",40.9723871,-121.2538634
"108",11351945,"S","NAD83",41.0151662,-121.154694
"109",11351946,"S","NAD83",41.0151662,-121.154694
"110",11351948,"S","NAD83",41.0151662,-121.154694
"111",11351950,"F","NAD83",41.0151662,-121.154694
"112",11352000,"F","NAD83",41.0151662,-121.154694
"113",11352500,"F","NAD83",40.8982214,-121.174415
"114",11352900,"F","NAD83",40.82960908,-121.2494164
"115",11353500,"F","NAD83",41.15682838,-121.5702653
"116",11353600,"F","NAD83",41.13904988,-121.6411004
"117",11353700,"F","NAD83",41.10543969,-121.551097
"118",11354200,"F","NAD83",40.99099584,-121.4980378
"119",11354300,"F","NAD83",41.0140518,-121.464426
"120",11354511,"S","NAD83",41.0011111,-121.4388889
"121",11355000,"F","NAD83",40.991552,-121.4385915
"122",11355010,"F","NAD83",40.9832178,-121.511927
"123",11355500,"F","NAD83",40.68654984,-121.4246992
"124",11356500,"F","NAD83",40.74710494,-121.4524778
"125",11357000,"F","NAD83",40.74571567,-121.4719229
"126",11358000,"F","NAD83",40.7609947,-121.4121987
"127",11358010,"F","NAD83",40.7576613,-121.414421
"128",11358020,"F","NAD83",40.75960579,-121.4138654
"129",11358500,"F","NAD83",40.89988298,-121.5455384
"130",11358700,"F","NAD83",40.918772,-121.5516499
"131",11358800,"F","NAD83",40.92905,-121.5447053
"132",11359100,"S","NAD83",40.95027778,-121.5452778
"133",11359120,"S","NAD83",40.9511111,-121.5452778
"134",11359200,"S","NAD83",40.9572222,-121.5477778
"135",11359300,"F","NAD83",40.96043925,-121.5485946
"136",11359500,"F","NAD83",40.9768282,-121.557206
"137",11360000,"F","NAD83",40.98182605,-121.7274892
"138",11360500,"F","NAD83",40.8762698,-121.6713765
"139",11361000,"S","NAD83",41.01738285,-121.6541539
"140",11362000,"F","NAD83",40.99821479,-121.7577678
"141",11362300,"F","NAD83",40.996826,-121.7477675
"142",11362500,"F","NAD83",40.97349199,-121.7794355
"143",11362600,"F","NAD83",40.98626916,-121.8499935
"144",11362700,"F","NAD83",40.98598998,-121.9774982
"145",11362800,"F","NAD83",41.02904688,-121.8911064
"146",11362880,"F","NAD83",41.04210268,-121.8772172
"147",11362890,"S","NAD83",41.04210268,-121.8772172
"148",11362900,"F","NAD83",41.04210268,-121.8772172
"149",11362940,"F","NAD83",41.0401582,-121.8755504
"150",11362945,"S","NAD83",41.0401582,-121.8755504
"151",11362950,"F","NAD83",41.0401582,-121.8755504
"152",11363000,"F","NAD83",41.01932436,-121.911107
"153",11363500,"F","NAD83",41.05821346,-121.9261078
"154",11363910,"F","NAD83",40.98654554,-121.9774982
"155",11363930,"S","NAD83",41.03932379,-121.9852764
"156",11364000,"F","NAD83",40.91932259,-121.9941653
"157",11364150,"F","NAD83",40.9207115,-121.9927764
"158",11364155,"F","NAD83",40.88321157,-121.9486082
"159",11364200,"F","NAD83",40.8893227,-121.9508305
"160",11364250,"F","NAD83",40.87404505,-121.9205517
"161",11364300,"F","NAD83",40.87737886,-121.8663833
"162",11365000,"F","NAD83",40.84376636,-122.0024986
"163",11365500,"F","NAD83",40.85682005,-122.1200018
"164",11366000,"F","NAD83",40.77070664,-122.2233372
"165",11366500,"F","NAD83",40.76320639,-122.2361152
"166",11367200,"F","NAD83",41.2276582,-122.0469455
"167",11367300,"F","NAD83",41.19460208,-122.0580569
"168",11367500,"F","NAD83",41.18821296,-122.065557
"169",11367700,"F","NAD83",41.1359899,-122.0788907
"170",11367720,"F","NAD83",41.13487886,-122.0750017
"171",11367760,"F","NAD83",41.12515666,-122.0686126
"172",11367800,"F","NAD83",41.1107115,-122.0961134
"173",11368000,"F","NAD83",40.9582079,-122.2197275
"174",11368500,"F","NAD83",40.88820745,-122.2211159
"175",11369000,"F","NAD83",40.78042805,-122.3011177
"176",11369500,"F","NAD83",40.7432049,-122.4077884
"177",11370500,"F","NAD83",40.6009835,-122.4444553
"178",11370700,"F","NAD83",40.56876198,-122.381397
"179",11371000,"F","NAD83",40.6948699,-122.6366845
"180",11371500,"F","NAD83",40.6290379,-122.5622372
"181",11371600,"F","NAD83",40.62792758,-122.467512
"182",11372000,"F","NAD83",40.51320587,-122.5241795
"183",11372050,"F","NAD83",40.64292818,-122.3691749
"184",11372060,"F","NAD83",40.6379282,-122.3683415
"185",11372080,"F","NAD83",40.59293278,-121.9824958
"186",11372200,"F","NAD83",40.54876495,-122.0924984
"187",11372325,"F","NAD83",40.6868225,-121.8086035
"188",11372330,"F","NAD83",40.6387664,-121.9252726
"189",11372350,"F","NAD83",40.66932208,-121.8919388
"190",11372700,"F","NAD83",40.69293258,-121.976108
"191",11373200,"F","NAD83",40.690154,-122.0441653
"192",11373300,"F","NAD83",40.7457091,-122.0622219
"193",11374000,"F","NAD83",40.50487467,-122.2330577
"194",11374060,"F","NAD83",40.4998775,-121.9733277
"195",11374100,"F","NAD83",40.53043149,-122.1094431
"196",11374300,"S","NAD83",40.41055556,-122.8769444
"197",11374305,"S","NAD83",40.40944444,-122.8827778
"198",11374400,"F","NAD83",40.3673735,-122.5730675
"199",11375500,"F","NAD83",40.4720945,-122.623348
"200",11375700,"F","NAD83",40.4420952,-122.5502903
"201",11375810,"F","NAD83",40.38487397,-122.4763985
"202",11375815,"F","NAD83",40.37181955,-122.3391709
"203",11375820,"F","NAD83",40.31626368,-122.4488965
"204",11375870,"F","NAD83",40.3259858,-122.4455632
"205",11375871,"F","NAD83",40.38709797,-122.2386119
"206",11375900,"F","NAD83",40.36237519,-122.3394486
"207",11376000,"F","NAD83",40.38709797,-122.2386119
"208",11376015,"F","NAD83",40.6026578,-121.6558194
"209",11376025,"F","NAD83",40.53737967,-121.732488
"210",11376038,"F","NAD83",40.53543657,-121.5777609
"211",11376040,"F","NAD83",40.51265708,-121.7899893
"212",11376043,"F","NAD83",40.4593233,-121.866935
"213",11376046,"F","NAD83",40.4521012,-121.861657
"214",11376050,"F","NAD83",40.49987919,-121.8091564
"215",11376110,"F","NAD83",40.45821245,-121.842212
"216",11376120,"F","NAD83",40.4662681,-121.8244339
"217",11376140,"F","NAD83",40.4543234,-121.8608237
"218",11376150,"F","NAD83",40.42376755,-121.9202693
"219",11376160,"F","NAD83",40.42043388,-121.9611038
"220",11376410,"F","NAD83",40.39571255,-121.878323
"221",11376420,"F","NAD83",40.3687689,-121.7977645
"222",11376430,"F","NAD83",40.40098958,-121.964437
"223",11376440,"F","NAD83",40.39515696,-121.883601
"224",11376450,"F","NAD83",40.4187658,-122.1013859
"225",11376458,"F","NAD83",40.4048768,-122.1222196
"226",11376460,"F","NAD83",40.4026562,-121.968326
"227",11376490,"F","NAD83",40.40459907,-122.1202751
"228",11376500,"F","NAD83",40.39709897,-122.135831
"229",11376550,"F","NAD83",40.39820996,-122.1463869
"230",11377100,"F","NAD83",40.28848836,-122.1866645
"231",11377200,"F","NAD83",40.26404377,-122.2230542
"232",11377500,"F","NAD83",40.26376637,-122.1872197
"233",11378000,"F","NAD83",40.2318222,-122.1816633
"234",11378800,"F","NAD83",40.0901543,-122.4136117
"235",11378860,"F","NAD83",40.1393221,-122.2394403
"236",11379000,"F","NAD83",40.2037674,-122.1183272
"237",11379500,"F","NAD83",40.02376507,-122.5119462
"238",11380000,"F","NAD83",40.03182227,-122.2927724
"239",11380500,"F","NAD83",40.05126768,-122.1658247
"240",11381000,"F","NAD83",40.35904799,-121.5038669
"241",11381500,"F","NAD83",40.0546022,-122.0241541
"242",11381595,"F","NAD83",40.04543498,-122.095267
"243",11381990,"F","NAD83",39.87071059,-122.557221
"244",11382000,"F","NAD83",39.88765496,-122.5291655
"245",11382090,"F","NAD83",39.97543425,-122.2255466
"246",11382500,"F","NAD83",40.26654858,-121.4344175
"247",11382550,"F","NAD83",40.23377046,-121.4649738
"248",11383000,"F","NAD83",40.11932619,-121.6649789
"249",11383500,"F","NAD83",40.01404745,-121.9483181
"250",11383600,"F","NAD83",39.96988047,-122.0144297
"251",11384000,"F","NAD83",39.7762726,-121.753866
"252",11384350,"F","NAD83",39.78377158,-121.8860903
"253",11384500,"F","NAD83",39.36932849,-122.6047119
"254",11384600,"F","NAD83",39.29655299,-122.5405422
"255",11385000,"F","NAD83",39.3609957,-122.5135985
"256",11385500,"F","NAD83",39.5012695,-122.5111015
"257",11386500,"F","NAD83",39.67710115,-122.531939
"258",11387000,"F","NAD83",39.67154569,-122.5180498
"259",11387200,"F","NAD83",39.7321012,-122.4149926
"260",11387500,"F","NAD83",39.77904565,-122.3594361
"261",11387800,"F","NAD83",39.7846004,-122.4772179
"262",11387990,"F","NAD83",39.80987896,-122.330269
"263",11388000,"F","NAD83",39.81849004,-122.3249913
"264",11388500,"F","NAD83",39.72349297,-122.047481
"265",11389000,"F","NAD83",39.45766285,-121.9941417
"266",11389350,"F","NAD83",39.3382204,-122.0227526
"267",11389390,"F","NAD83",39.34322027,-122.031086
"268",11389470,"F","NAD83",39.23655589,-121.9949734
"269",11389500,"F","NAD83",39.2140566,-122.0002508
"270",11389700,"F","NAD83",40.06821525,-121.5746975
"271",11389720,"F","NAD83",39.98127129,-121.5885858
"272",11389740,"S","NAD83",39.90127187,-121.6244194
"273",11389747,"F","NAD83",39.87127207,-121.633586
"274",11389750,"F","NAD83",39.8693276,-121.6319193
"275",11389775,"F","NAD83",39.78877259,-121.6574746
"276",11389780,"F","NAD83",39.86682765,-121.6338637
"277",11389800,"F","NAD83",39.8857164,-121.6108077
"278",11389950,"F","NAD83",39.8104391,-121.5844172
"279",11390000,"F","NAD83",39.72599524,-121.7088643
"280",11390010,"F","NAD83",39.676551,-121.7794211
"281",11390200,"F","NAD83",39.58905207,-121.6885854
"282",11390210,"F","NAD83",39.5815521,-121.699419
"283",11390395,"F","NAD83",39.167947,-121.8994158
"284",11390425,"F","NAD83",39.146003,-121.8430262
"285",11390480,"F","NAD83",39.02656104,-121.8221904
"286",11390500,"F","NAD83",39.00989476,-121.82469
"287",11390655,"F","NAD83",39.5409919,-122.3897102
"288",11390660,"F","NAD83",39.62543684,-122.1969283
"289",11390672,"F","NAD83",39.2882206,-122.3010909
"290",11391000,"F","NAD83",38.80295697,-121.7163526
"291",11391002,"F","NAD83",38.80295697,-121.7163526
"292",11391020,"F","NAD83",38.75990254,-121.6677393
"293",11391021,"F","NAD83",38.759347,-121.6674615
"294",11391050,"F","NAD83",38.96628416,-121.6721868
"295",11391400,"F","NAD83",39.89323697,-120.1890947
"296",11391460,"F","NAD83",39.60101376,-120.4240986
"297",11391500,"F","NAD83",39.88378936,-120.4766045
"298",11392100,"F","NAD83",39.81906795,-120.4446582
"299",11392500,"F","NAD83",39.753788,-120.596051
"300",11393000,"F","NAD83",39.85683989,-120.7191126
"301",11393500,"F","NAD83",39.866561,-120.7718924
"302",11394000,"F","NAD83",39.85267105,-120.8732843
"303",11394500,"F","NAD83",39.7082199,-121.2705175
"304",11394620,"F","NAD83",39.66655608,-121.1346804
"305",11394800,"F","NAD83",39.7518372,-120.9582864
"306",11395030,"F","NAD83",39.72378055,-121.0221775
"307",11395150,"F","NAD83",39.6485009,-121.1177355
"308",11395200,"F","NAD83",39.6473898,-121.1188467
"309",11395300,"F","NAD83",39.617946,-121.0896792
"310",11395500,"F","NAD83",39.5540554,-121.1930153
"311",11396000,"F","NAD83",39.5735007,-121.141625
"312",11396090,"F","NAD83",39.5548885,-121.2041267
"313",11396200,"F","NAD83",39.5512773,-121.2094046
"314",11396290,"F","NAD83",39.5498875,-121.2777399
"315",11396300,"F","NAD83",39.5521097,-121.2813511
"316",11396310,"F","NAD83",39.5498873,-121.3066297
"317",11396329,"F","NAD83",39.5321085,-121.4913572
"318",11396330,"F","NAD83",39.50405346,-121.4555227
"319",11396350,"F","NAD83",39.54766514,-121.3041296
"320",11396395,"F","NAD83",39.56210965,-121.2805178
"321",11396396,"F","NAD83",39.56210965,-121.2805178
"322",11396397,"F","NAD83",39.56210965,-121.2805178
"323",11396400,"F","NAD83",39.55322067,-121.302185
"324",11396500,"F","NAD83",39.5346094,-121.3455197
"325",11397000,"F","NAD83",39.53738716,-121.3469086
"326",11397500,"F","NAD83",39.5540531,-121.438578
"327",11399500,"F","NAD83",40.16822096,-121.093016
"328",11400000,"F","NAD83",40.1896078,-121.1907965
"329",11400200,"F","NAD83",40.188219,-121.1860742
"330",11400500,"F","NAD83",40.18710789,-121.1880187
"331",11400600,"F","NAD83",40.17571905,-121.1910743
"332",11401000,"F","NAD83",40.11655368,-121.151073
"333",11401100,"F","NAD83",40.0965542,-121.132739
"334",11401109,"F","NAD83",40.0846096,-121.1457949
"335",11401110,"F","NAD83",40.0851651,-121.148295
"336",11401112,"F","NAD83",40.07127605,-121.1646843
"337",11401125,"F","NAD83",40.1782296,-120.6107797
"338",11401150,"F","NAD83",40.0482286,-120.661336
"339",11401165,"S","NAD83",40.00183868,-120.703004
"340",11401180,"F","NAD83",40.01378187,-120.7541173
"341",11401200,"F","NAD83",40.04794795,-120.8180078
"342",11401300,"F","NAD83",40.16655915,-120.794119
"343",11401500,"F","NAD83",40.07794668,-120.9280107
"344",11401900,"F","NAD83",39.94572459,-121.0066225
"345",11401920,"U","NAD83",39.9458333,-120.9425
"346",11401940,"F","NAD83",39.93405898,-120.9060642
"347",11402000,"F","NAD83",40.002947,-120.9543994
"348",11402500,"F","NAD83",40.01378019,-120.9649553
"349",11403000,"F","NAD83",40.01044218,-121.2185749
"350",11403050,"F","NAD83",40.007386,-121.2494094
"351",11403200,"F","NAD83",39.98016347,-121.2769099
"352",11403450,"F","NAD83",39.9023867,-121.2277406
"353",11403510,"F","NAD83",39.89988678,-121.2260738
"354",11403530,"F","NAD83",39.9043311,-121.2307963
"355",11403700,"F","NAD83",39.9107185,-121.3280215
"356",11403800,"F","NAD83",39.9054405,-121.3452442
"357",11404000,"F","NAD83",39.8748868,-121.2274624
"358",11404100,"F","NAD83",39.8840534,-121.229407
"359",11404240,"S","NAD83",39.88905255,-121.2799642
"360",11404300,"F","NAD83",39.89127458,-121.2941314
"361",11404330,"F","NAD83",39.85238459,-121.3924673
"362",11404360,"F","NAD83",39.8259956,-121.4096897
"363",11404380,"S","NAD83",39.82932878,-121.4241347
"364",11404400,"F","NAD83",39.8087732,-121.4355237
"365",11404500,"F","NAD83",39.79432869,-121.4516352
"366",11404900,"F","NAD83",39.72294017,-121.469413
"367",11404901,"S","NAD83",39.72294017,-121.469413
"368",11405000,"F","NAD83",39.71432915,-121.4691352
"369",11405085,"F","NAD83",40.0732158,-121.4533047
"370",11405120,"F","NAD83",40.02988234,-121.4777494
"371",11405200,"F","NAD83",39.9340493,-121.5296945
"372",11405300,"F","NAD83",39.7865504,-121.5627497
"373",11405500,"F","NAD83",39.76321726,-121.5294152
"374",11406000,"F","NAD83",39.7623839,-121.5274707
"375",11406500,"F","NAD83",39.6984956,-121.5616379
"376",11406799,"F","NAD83",39.53488638,-121.4749679
"377",11406810,"F","NAD83",39.5329419,-121.4830236
"378",11406818,"F","NAD83",39.5354419,-121.4752457
"379",11406819,"F","NAD83",39.5354419,-121.4752457
"380",11406820,"F","NAD83",39.5354419,-121.4752457
"381",11406848,"F","NAD83",39.5146084,-121.6296945
"382",11406849,"F","NAD83",39.5146084,-121.6296945
"383",11406850,"F","NAD83",39.5146084,-121.6296945
"384",11406880,"F","NAD83",39.50516396,-121.686085
"385",11406890,"F","NAD83",39.50516396,-121.686085
"386",11406900,"F","NAD83",39.48933084,-121.6877516
"387",11406910,"F","NAD83",39.4504426,-121.6583058
"388",11406920,"F","NAD83",39.4562759,-121.637194
"389",11406930,"S","NAD83",39.51794185,-121.5541368
"390",11406999,"F","NAD83",39.52155294,-121.5477477
"391",11407000,"F","NAD83",39.52155294,-121.5477477
"392",11407150,"F","NAD83",39.3665551,-121.6471932
"393",11407300,"F","NAD83",39.34211157,-121.4913554
"394",11407500,"F","NAD83",39.36766755,-121.3721856
"395",11407501,"F","NAD83",39.15878069,-121.611911
"396",11407700,"F","NAD83",39.138781,-121.6057994
"397",11407810,"F","NAD83",39.50990117,-120.5552124
"398",11407815,"S","NAD83",39.50990117,-120.5552124
"399",11407900,"F","NAD83",39.51601214,-120.5621572
"400",11408000,"F","NAD83",39.46017837,-120.6113246
"401",11408500,"F","NAD83",39.52267846,-120.5824359
"402",11408501,"F","NAD83",39.52267846,-120.5824359
"403",11408550,"F","NAD83",39.5218451,-120.583547
"404",11408700,"F","NAD83",39.4385083,-120.8121657
"405",11408850,"F","NAD83",39.41683845,-120.9527274
"406",11408870,"F","NAD83",39.412393,-120.9963405
"407",11408880,"F","NAD83",39.4115596,-120.9980072
"408",11409000,"F","NAD83",39.39294765,-121.0816208
"409",11409001,"F","NAD83",39.39294765,-121.0816208
"410",11409300,"F","NAD83",39.4460031,-121.046343
"411",11409350,"F","NAD83",39.44016966,-121.059399
"412",11409400,"F","NAD83",39.4393363,-121.0591211
"413",11409500,"F","NAD83",39.4026698,-121.0774542
"414",11410000,"S","NAD83",39.3940587,-121.0849543
"415",11410001,"F","NAD83",39.387392,-121.0941212
"416",11410400,"F","NAD83",39.562401,-120.5482686
"417",11410500,"F","NAD83",39.5623992,-120.6593837
"418",11411000,"F","NAD83",39.5623961,-120.8246682
"419",11411500,"F","NAD83",39.54100596,-120.8860599
"420",11412000,"F","NAD83",39.53739488,-120.885782
"421",11412500,"F","NAD83",39.54156148,-120.8877267
"422",11413000,"F","NAD83",39.5248937,-120.9380068
"423",11413100,"F","NAD83",39.52461288,-121.0916235
"424",11413250,"F","NAD83",39.6157245,-121.0519003
"425",11413300,"F","NAD83",39.61433564,-121.0521781
"426",11413320,"S","NAD83",39.54989055,-121.0944014
"427",11413323,"S","NAD83",39.5454461,-121.0952348
"428",11413326,"S","NAD83",39.53016836,-121.0952348
"429",11413500,"F","NAD83",39.4040579,-121.1427343
"430",11413510,"F","NAD83",39.3307252,-121.1907905
"431",11413517,"S","NAD83",39.39044696,-121.1444008
"432",11413520,"F","NAD83",39.39044696,-121.1444008
"433",11413600,"F","NAD83",39.3382257,-121.1171766
"434",11413700,"S","NAD83",39.3304474,-121.1938461
"435",11413900,"F","NAD83",39.32573789,-120.3685359
"436",11413950,"F","NAD83",39.31545907,-120.4577049
"437",11414000,"F","NAD83",39.3212909,-120.5643753
"438",11414100,"F","NAD83",39.37990268,-120.4993742
"439",11414154,"F","NAD83",39.3243453,-120.6446562
"440",11414155,"F","NAD83",39.32462307,-120.6452118
"441",11414170,"F","NAD83",39.31740077,-120.6532675
"442",11414190,"F","NAD83",39.26489996,-120.7299358
"443",11414194,"F","NAD83",39.25684377,-120.7674372
"444",11414195,"F","NAD83",39.25712155,-120.7674372
"445",11414196,"S","NAD83",39.25684377,-120.7674372
"446",11414200,"F","NAD83",39.31351176,-120.66299
"447",11414205,"F","NAD83",39.29795286,-120.844386
"448",11414210,"F","NAD83",39.32434528,-120.646045
"449",11414250,"F","NAD83",39.3185118,-120.657712
"450",11414265,"F","NAD83",39.35878967,-120.6368789
"451",11414280,"F","NAD83",39.35628936,-120.6585463
"452",11414350,"F","NAD83",39.4001783,-120.6382687
"453",11414360,"F","NAD83",39.3990671,-120.642991
"454",11414410,"F","NAD83",39.42101294,-120.5421545
"455",11414450,"F","NAD83",39.4293458,-120.5693779
"456",11414470,"F","NAD83",39.44545636,-120.602435
"457",11414500,"F","NAD83",39.4526785,-120.605213
"458",11414700,"F","NAD83",39.4646235,-120.5638229
"459",11415000,"F","NAD83",39.45684515,-120.6052132
"460",11416000,"F","NAD83",39.44045555,-120.6593815
"461",11416100,"F","NAD83",39.342123,-120.6416009
"462",11416200,"F","NAD83",39.3374009,-120.6354895
"463",11416500,"F","NAD83",39.43962219,-120.661326
"464",11416585,"F","NAD83",39.4301784,-120.6188242
"465",11416610,"F","NAD83",39.4282339,-120.622991
"466",11416620,"F","NAD83",39.4212895,-120.6235464
"467",11416670,"F","NAD83",39.4160116,-120.632991
"468",11416700,"S","NAD83",39.41194444,-120.6483333
"469",11417000,"F","NAD83",39.36045417,-120.7716064
"470",11417100,"F","NAD83",39.35989778,-120.8077192
"471",11417500,"F","NAD83",39.2921153,-121.1046751
"472",11417970,"F","NAD83",39.2362819,-121.2719034
"473",11417980,"F","NAD83",39.234893,-121.27357
"474",11418000,"F","NAD83",39.23517079,-121.2741256
"475",11418500,"F","NAD83",39.22433764,-121.2685697
"476",11419000,"F","NAD83",39.2235041,-121.2935704
"477",11420000,"F","NAD83",39.47766618,-121.255239
"478",11420500,"F","NAD83",39.3221133,-121.3135723
"479",11420700,"F","NAD83",39.25628098,-121.3438503
"480",11420750,"S","NAD83",39.2171141,-121.4313519
"481",11420760,"S","NAD83",39.16683684,-121.4496846
"482",11420770,"S","NAD83",39.2090584,-121.4580192
"483",11420780,"F","NAD83",39.2096138,-121.4785754
"484",11420785,"F","NAD83",39.209336,-121.4794087
"485",11420790,"F","NAD83",39.20989157,-121.4791309
"486",11421000,"F","NAD83",39.1757251,-121.5249647
"487",11421500,"F","NAD83",39.1443365,-121.5774654
"488",11421700,"F","NAD83",39.07878187,-121.603298
"489",11421710,"F","NAD83",39.30628935,-120.6791015
"490",11421720,"F","NAD83",39.2968446,-120.7032689
"491",11421725,"F","NAD83",39.21573197,-120.8035488
"492",11421750,"F","NAD83",39.21712017,-120.8354948
"493",11421760,"F","NAD83",39.2543436,-120.775493
"494",11421770,"F","NAD83",39.2543436,-120.7749374
"495",11421780,"F","NAD83",39.2151756,-120.8407728
"496",11421790,"F","NAD83",39.21350886,-120.8452174
"497",11421900,"F","NAD83",39.1343406,-120.9535543
"498",11422000,"F","NAD83",39.13267396,-120.9543876
"499",11422500,"S","NAD83",39.131285,-120.95911
"500",11423000,"F","NAD83",39.01656307,-121.1068921
"501",11423500,"F","NAD83",39.04433975,-121.2941216
"502",11423800,"F","NAD83",39.0415617,-121.3321782
"503",11424000,"F","NAD83",39.0001727,-121.4066238
